ID	log2(fold change)	-log10(Pvalue)
A_33_P3317623	0.665	3.383
A_33_P3317670	0.957	1.945
A_33_P3317725	0.706	1.899
A_33_P3317731	-0.381	2.931
A_33_P3317780	0.877	2.179
A_33_P3317815	-0.556	4.222
A_33_P3317825	-0.528	3.271
A_33_P3317880	-0.371	2.671
A_33_P3317948	-0.705	5.12
A_33_P3318002	-0.351	1.991
A_33_P3318027	-0.612	3.795
A_33_P3318053	-0.757	3.14
A_33_P3318122	-0.538	3.438
A_33_P3318187	-0.264	2.076
A_33_P3318237	1.011	4.092
A_33_P3318292	-0.697	4.619
A_33_P3318377	0.817	2.791
A_33_P3318384	-0.885	2.348
A_33_P3318414	2.347	7.239
A_33_P3318449	0.726	1.835
A_33_P3318459	-0.953	4.646
A_33_P3318465	-0.748	4.058
A_33_P3318475	-1.33	1.739
A_33_P3318530	0.314	1.902
A_33_P3318534	-0.583	2.828
A_33_P3318596	-0.794	3.596
A_33_P3318606	1.033	2.144
A_33_P3318631	0.74	3.765
A_33_P3318661	-0.947	5.212
A_33_P3318668	0.915	3.468
A_33_P3318671	-0.792	5.331
A_33_P3318696	-0.457	2.159
A_33_P3318746	-1.232	5.316
A_33_P3318763	0.409	2.901
A_33_P3318766	3.079	4.195
A_33_P3318791	-0.501	1.98
A_33_P3318960	-0.26	2.072
A_33_P3319026	0.925	4.162
A_33_P3319041	-1.085	5.059
A_33_P3319161	-0.752	4.138
A_33_P3319201	0.729	4.02
A_33_P3319231	-2.319	2.63
A_33_P3319261	-1.015	3.622
A_33_P3319351	0.816	3.78
A_33_P3319401	-1.027	3.502
A_33_P3319491	-0.398	2.76
A_33_P3319502	0.467	3.433
A_33_P3319580	-1.596	3.465
A_33_P3319581	-0.59	3.459
A_33_P3319640	1.119	3.546
A_33_P3319760	0.394	2.154
A_33_P3319765	-0.912	3.511
A_33_P3319870	-0.518	3.384
A_33_P3319920	0.234	2.021
A_33_P3319937	-0.542	2.388
A_33_P3319982	1.276	2.474
A_33_P3320062	0.863	2.279
A_33_P3320079	0.864	3.008
A_33_P3320112	-1.031	3.146
A_33_P3320127	-0.32	2.359
A_33_P3320152	-0.65	3.713
A_33_P3320159	0.702	2.818
A_33_P3320197	1.232	4.648
A_33_P3320241	0.893	3.272
A_33_P3320272	0.582	3.323
A_33_P3320283	-0.798	2.133
A_33_P3320368	0.324	2.301
A_33_P3320415	-0.943	3.1
A_33_P3320493	-0.684	1.769
A_33_P3320678	0.88	3.801
A_33_P3320698	-1.506	2.241
A_33_P3320762	-1.454	5.769
A_33_P3320772	2.525	3.582
A_33_P3320782	0.656	2.225
A_33_P3320822	0.529	1.803
A_33_P3320888	0.766	2.415
A_33_P3320943	-0.729	4.485
A_33_P3320953	-1.463	5.948
A_33_P3321050	0.717	3.122
A_33_P3321070	-0.866	1.823
A_33_P3321150	0.673	4.177
A_33_P3321205	-0.502	3.092
A_33_P3321293	-0.578	3.549
A_33_P3321303	1.158	1.817
A_33_P3321314	-1.204	2.652
A_33_P3321347	-0.444	1.884
A_33_P3321417	-0.408	2.165
A_33_P3321432	1.085	3.709
A_33_P3321442	-0.628	2.652
A_33_P3321577	0.392	3.103
A_33_P3321602	-0.633	2.378
A_33_P3321657	-1.078	5.753
A_33_P3321697	-1.05	5.948
A_33_P3321711	-0.46	2.536
A_33_P3321781	0.864	4.895
A_33_P3321923	-0.555	3.69
A_33_P3321946	-0.326	2.12
A_33_P3322075	-0.796	3.641
A_33_P3322082	-0.751	1.781
A_33_P3322125	-0.89	3.447
A_33_P3322150	0.713	2.531
A_33_P3322230	1.092	2.16
A_33_P3322236	-0.584	1.977
A_33_P3322328	0.394	2.594
A_33_P3322348	-1.22	3.084
A_33_P3322353	-0.572	2.185
A_33_P3322373	0.407	2.548
A_33_P3322388	0.279	1.758
A_33_P3322395	0.664	3.171
A_33_P3322450	-1.328	4.252
A_33_P3322499	0.827	4.113
A_33_P3322553	-0.334	2.875
A_33_P3322589	-0.878	4.286
A_33_P3322654	-0.657	4.086
A_33_P3322724	0.418	2.778
A_33_P3322834	0.799	4.303
A_33_P3322864	-0.4	2.135
A_33_P3322874	-1.237	5.807
A_33_P3323048	0.876	3.443
A_33_P3323054	1.025	3.364
A_33_P3323068	0.562	2.347
A_33_P3323074	0.629	3.616
A_33_P3323101	-0.739	4.237
A_33_P3323136	0.718	4.583
A_33_P3323188	-0.325	2.369
A_33_P3323238	0.556	1.916
A_33_P3323298	1.866	6.868
A_33_P3323323	-0.356	2.824
A_33_P3323448	1.26	3.581
A_33_P3323453	0.251	1.757
A_33_P3323463	-0.502	2.642
A_33_P3323501	-1.596	2.934
A_33_P3323520	0.537	3.261
A_33_P3323564	0.517	1.859
A_33_P3323678	0.274	2.035
A_33_P3323692	0.672	1.811
A_33_P3323718	-1.748	5.484
A_33_P3323722	-0.909	5.143
A_33_P3323742	-0.845	3.276
A_33_P3323803	1.471	6.827
A_33_P3323822	-1.193	4.729
A_33_P3323842	0.585	2.199
A_33_P3323847	0.471	3.307
A_33_P3323914	-0.7	1.853
A_33_P3323959	-0.813	2.276
A_33_P3324065	0.573	2.681
A_33_P3324086	0.383	2.906
A_33_P3324114	0.514	1.767
A_33_P3324137	-0.635	1.995
A_33_P3324186	1.597	3.68
A_33_P3324383	-0.98	5.312
A_33_P3324409	-1.166	5.478
A_33_P3324415	0.738	2.229
A_33_P3324454	-0.458	1.755
A_33_P3324505	0.982	2.093
A_33_P3324651	0.662	4.565
A_33_P3324687	-1.518	2.192
A_33_P3324692	0.463	2.219
A_33_P3324755	-0.546	2.151
A_33_P3324765	0.954	4.13
A_33_P3324775	1.008	2.002
A_33_P3324805	0.366	1.991
A_33_P3324860	0.699	1.796
A_33_P3324890	-0.692	3.88
A_33_P3324909	0.749	4.29
A_33_P3324974	3.465	3.478
A_33_P3325006	0.578	3.471
A_33_P3325018	0.297	2.485
A_33_P3325023	0.282	1.848
A_33_P3325068	0.515	2.629
A_33_P3325087	0.281	1.798
A_33_P3325110	0.651	3.852
A_33_P3325131	0.335	2.036
A_33_P3325135	-1.477	3.462
A_33_P3325229	0.269	2.397
A_33_P3325231	-1.714	2.577
A_33_P3325262	0.784	4.58
A_33_P3325275	0.927	5.097
A_33_P3325280	0.531	2.36
A_33_P3325306	-0.447	3.325
A_33_P3325336	-1.289	6.034
A_33_P3325349	0.343	2.283
A_33_P3325395	2.448	4.727
A_33_P3325439	0.417	2.217
A_33_P3325467	-0.991	4.376
A_33_P3325497	0.847	3.15
A_33_P3325502	-0.67	2.03
A_33_P3325665	1.035	3.052
A_33_P3325753	-0.546	2.569
A_33_P3325826	0.52	1.751
A_33_P3325843	-0.576	2.019
A_33_P3325847	0.871	3.778
A_33_P3325851	-1.53	2.337
A_33_P3325866	-1.065	5.593
A_33_P3325914	0.257	1.865
A_33_P3325952	-1.564	2.244
A_33_P3325978	-0.297	2.301
A_33_P3326020	1.141	3.214
A_33_P3326025	-0.395	2.992
A_33_P3326115	0.542	1.864
A_33_P3326225	-0.655	2.995
A_33_P3326256	-0.629	4.059
A_33_P3326285	0.479	3.631
A_33_P3326349	0.478	2.028
A_33_P3326432	-0.7	4.375
A_33_P3326439	0.534	1.808
A_33_P3326483	-0.626	4.322
A_33_P3326545	1.07	4.005
A_33_P3326553	-0.611	4.182
A_33_P3326568	0.795	3.853
A_33_P3326588	1.085	3.065
A_33_P3326617	-0.551	2.76
A_33_P3326634	-0.626	2.487
A_33_P3326647	0.519	1.771
A_33_P3326672	0.304	1.957
A_33_P3326682	-0.862	4.689
A_33_P3326713	0.873	3.811
A_33_P3326733	1	4.278
A_33_P3326772	-1.13	5.789
A_33_P3326872	-0.97	2.943
A_33_P3326898	-0.499	2.402
A_33_P3326914	0.667	3.576
A_33_P3326922	-0.781	4.129
A_33_P3326962	0.677	1.749
A_33_P3326989	1.545	4.778
A_33_P3326992	1.649	6.139
A_33_P3327041	0.528	1.818
A_33_P3327046	-0.995	4.041
A_33_P3327097	1.138	5.416
A_33_P3327108	-0.834	4.884
A_33_P3327158	-0.676	3.497
A_33_P3327245	0.925	5.472
A_33_P3327290	0.703	2.341
A_33_P3327300	-1.722	2.827
A_33_P3327333	0.557	3.987
A_33_P3327336	0.478	1.755
A_33_P3327375	0.546	1.825
A_33_P3327404	0.548	2.38
A_33_P3327491	-0.563	1.806
A_33_P3327519	0.47	1.826
A_33_P3327539	0.438	2.586
A_33_P3327587	0.468	2.164
A_33_P3327592	0.305	2.415
A_33_P3327657	0.621	1.808
A_33_P3327663	0.518	2.765
A_33_P3327818	1.054	3.045
A_33_P3327847	-1.018	5.777
A_33_P3327852	0.541	3.464
A_33_P3327956	-0.673	3.429
A_33_P3328051	-1.211	2.596
A_33_P3328312	0.804	2.001
A_33_P3328327	0.981	1.905
A_33_P3328360	-1.601	3.047
A_33_P3328511	-0.292	2.376
A_33_P3328559	0.511	3.831
A_33_P3328564	0.562	1.871
A_33_P3328569	-0.958	2.5
A_33_P3328637	0.697	2.105
A_33_P3328666	0.334	1.932
A_33_P3328716	3.585	5.009
A_33_P3328726	-0.784	2.511
A_33_P3328736	-0.727	4.209
A_33_P3328772	-0.799	2.241
A_33_P3328814	-1.202	3.269
A_33_P3328837	-0.55	3.92
A_33_P3328863	-0.543	2.94
A_33_P3328913	-1.289	2.141
A_33_P3328921	-1.448	2.703
A_33_P3328928	-0.925	3.38
A_33_P3328937	0.712	3.082
A_33_P3329023	-0.541	2.592
A_33_P3329078	0.339	2.106
A_33_P3329088	-1.102	1.974
A_33_P3329104	-0.865	3.422
A_33_P3329108	-1.113	5.778
A_33_P3329149	0.502	2
A_33_P3329153	-0.377	2.371
A_33_P3329187	-0.464	3.437
A_33_P3329241	-1.45	1.792
A_33_P3329255	-0.505	3.331
A_33_P3329274	-0.441	1.786
A_33_P3329326	-2.046	3.845
A_33_P3329344	-0.69	4.706
A_33_P3329352	-0.441	2.729
A_33_P3329378	0.938	3.567
A_33_P3329428	-1.187	4.098
A_33_P3329462	-0.563	1.738
A_33_P3329467	0.451	3.193
A_33_P3329477	0.502	3.041
A_33_P3329508	-0.424	2.221
A_33_P3329522	-0.774	2.856
A_33_P3329549	0.741	3.976
A_33_P3329557	0.44	2.148
A_33_P3329587	0.845	3.583
A_33_P3329592	0.498	1.777
A_33_P3329607	-0.864	3.66
A_33_P3329622	-1.493	2.113
A_33_P3329644	0.586	3.279
A_33_P3329652	-0.29	2.641
A_33_P3329740	-0.678	2.293
A_33_P3329750	1.698	5.24
A_33_P3329784	0.759	3.954
A_33_P3329834	1.185	4.589
A_33_P3329839	0.266	1.864
A_33_P3329878	-0.567	3.935
A_33_P3329898	-1.17	2.213
A_33_P3330039	-0.364	2.93
A_33_P3330074	-0.563	2.795
A_33_P3330084	-1.24	3.027
A_33_P3330099	0.249	1.773
A_33_P3330109	0.295	2.417
A_33_P3330149	-0.284	2.018
A_33_P3330209	-0.869	3.292
A_33_P3330264	1.017	1.85
A_33_P3330283	-1.202	4.699
A_33_P3330323	-0.492	2.502
A_33_P3330384	0.494	3.259
A_33_P3330413	-0.738	3.311
A_33_P3330428	-0.948	3.304
A_33_P3330443	-1.022	5.035
A_33_P3330453	-0.852	4.83
A_33_P3330498	-1.298	6.074
A_33_P3330503	-0.875	3.895
A_33_P3330666	0.574	3.375
A_33_P3330683	-0.662	4.237
A_33_P3330712	-0.679	2.736
A_33_P3330731	1.023	2.734
A_33_P3330786	-1.195	2.616
A_33_P3330811	-0.471	2.867
A_33_P3330841	0.508	2.188
A_33_P3330872	-2.109	2.76
A_33_P3331080	0.619	2.57
A_33_P3331085	1.675	7.022
A_33_P3331125	-1.181	4.712
A_33_P3331150	0.549	2.056
A_33_P3331188	0.718	1.906
A_33_P3331237	-1.641	7.283
A_33_P3331242	-0.695	4.124
A_33_P3331282	-0.56	2.805
A_33_P3331307	-0.632	3.685
A_33_P3331326	-0.498	2.565
A_33_P3331346	0.297	1.919
A_33_P3331391	3.079	5.061
A_33_P3331437	-1.052	4.751
A_33_P3331451	-1.255	4.797
A_33_P3331491	-0.344	2.907
A_33_P3331511	0.773	2.827
A_33_P3331588	0.444	2.637
A_33_P3331601	-0.941	4.812
A_33_P3331641	-0.291	1.896
A_33_P3331652	2.372	7.174
A_33_P3331687	-0.651	3.703
A_33_P3331726	-0.839	3.743
A_33_P3331746	-1.734	5.873
A_33_P3331767	1.078	5.5
A_33_P3331992	-0.37	2.339
A_33_P3331996	1.075	1.9
A_33_P3332006	-0.631	4.507
A_33_P3332066	-0.685	3.033
A_33_P3332081	-0.443	2.891
A_33_P3332112	1.038	3.489
A_33_P3332126	-0.307	1.826
A_33_P3332130	-0.391	2.718
A_33_P3332135	-0.459	3.089
A_33_P3332156	-1.332	2.27
A_33_P3332175	-0.372	3.01
A_33_P3332329	-0.563	2.892
A_33_P3332348	0.583	1.993
A_33_P3332362	1.268	2.518
A_33_P3332414	1.05	4.12
A_33_P3332438	0.488	4.029
A_33_P3332474	-1.95	2.574
A_33_P3332521	-1.163	2.278
A_33_P3332576	-1.252	1.934
A_33_P3332616	-0.493	2.187
A_33_P3332625	1.804	5.874
A_33_P3332627	-0.266	1.781
A_33_P3332666	-0.409	1.959
A_33_P3332744	-0.5	2.882
A_33_P3332860	0.561	3.646
A_33_P3332865	0.646	2.576
A_33_P3332885	0.676	3.8
A_33_P3332970	-0.354	2.222
A_33_P3332997	-1.486	2.38
A_33_P3332999	-1.132	2.987
A_33_P3333003	-1.964	2.725
A_33_P3333038	-0.316	2.286
A_33_P3333058	1.293	1.849
A_33_P3333078	-1.063	5.711
A_33_P3333089	1.757	1.763
A_33_P3333107	-0.633	2.509
A_33_P3333156	0.435	2.81
A_33_P3333158	1.125	1.837
A_33_P3333224	-0.476	2.356
A_33_P3333232	1.238	2.238
A_33_P3333267	-0.877	1.767
A_33_P3333317	1.537	6.232
A_33_P3333327	-1.241	3.104
A_33_P3333488	-0.326	2.56
A_33_P3333523	-0.726	4.162
A_33_P3333587	-0.826	4.435
A_33_P3333600	-1.33	2.134
A_33_P3333603	-1.523	5.339
A_33_P3333642	0.631	3.786
A_33_P3333667	0.426	2.394
A_33_P3333683	-0.835	2.077
A_33_P3333712	0.666	3.381
A_33_P3333752	0.806	2.709
A_33_P3333800	2.155	3.579
A_33_P3333810	-0.664	3.71
A_33_P3333820	-1.252	6.599
A_33_P3333826	-0.583	3.735
A_33_P3333863	-0.255	1.86
A_33_P3333890	0.583	2.576
A_33_P3333975	0.523	4.296
A_33_P3333982	2.594	6.177
A_33_P3333985	-0.472	2.006
A_33_P3334000	-1.422	2.439
A_33_P3334015	-0.758	1.953
A_33_P3334092	1.31	4.262
A_33_P3334121	-0.525	1.957
A_33_P3334162	-0.623	4.265
A_33_P3334185	-0.432	2.049
A_33_P3334220	-0.577	4.488
A_33_P3334225	-0.377	2.932
A_33_P3334248	0.645	2.15
A_33_P3334275	-1.071	2.745
A_33_P3334308	-0.205	1.91
A_33_P3334342	1.501	4.817
A_33_P3334384	-0.726	3.355
A_33_P3334398	-0.814	2.958
A_33_P3334419	0.786	2.036
A_33_P3334443	-0.546	3.695
A_33_P3334491	-0.475	2.575
A_33_P3334515	-0.44	3.253
A_33_P3334535	-0.676	4.001
A_33_P3334615	0.513	1.954
A_33_P3334630	-0.978	3.039
A_33_P3334635	-0.455	3.143
A_33_P3334673	-1.029	1.741
A_33_P3334703	-2.259	4.106
A_33_P3334791	0.58	3.318
A_33_P3334798	1.003	2.171
A_33_P3334803	-0.87	2.123
A_33_P3334908	-0.842	4.218
A_33_P3334923	0.935	2.771
A_33_P3334948	-1.189	3.736
A_33_P3335022	-0.416	1.951
A_33_P3335042	0.736	3.534
A_33_P3335124	-0.544	4.281
A_33_P3335147	-0.592	3.057
A_33_P3335177	0.517	1.771
A_33_P3335183	-1.009	2.356
A_33_P3335233	0.57	2.094
A_33_P3335248	0.62	3.894
A_33_P3335266	-1.535	2.192
A_33_P3335386	1.872	4.492
A_33_P3335511	0.554	1.905
A_33_P3335571	-1.087	4.036
A_33_P3335590	-0.765	1.83
A_33_P3335596	-0.804	3.767
A_33_P3335621	-0.601	3.444
A_33_P3335661	0.929	3.368
A_33_P3335682	-0.562	1.906
A_33_P3335725	-0.788	4.87
A_33_P3335730	-0.884	4.172
A_33_P3335740	-0.939	3.852
A_33_P3335840	-1.359	4.714
A_33_P3335845	0.581	3.406
A_33_P3335865	-0.551	2.874
A_33_P3335905	0.786	1.738
A_33_P3335935	-1.218	5.271
A_33_P3335940	-0.902	5.431
A_33_P3336038	-0.43	2.806
A_33_P3336103	0.276	1.955
A_33_P3336198	0.46	3.224
A_33_P3336223	1.075	3.077
A_33_P3336252	-0.709	2.147
A_33_P3336257	-0.333	2.132
A_33_P3336262	-1.015	2.113
A_33_P3336287	0.998	3.952
A_33_P3336384	0.77	2.333
A_33_P3336387	0.791	3.497
A_33_P3336397	-0.777	3.563
A_33_P3336422	-1.11	5.789
A_33_P3336484	1.084	4.577
A_33_P3336557	1.307	3.527
A_33_P3336562	1.085	2.202
A_33_P3336617	-0.4	2.581
A_33_P3336622	-0.585	4.066
A_33_P3336632	1.363	3.748
A_33_P3336642	0.368	2.412
A_33_P3336652	-0.45	2.801
A_33_P3336700	-0.849	5.205
A_33_P3336720	-0.477	2.485
A_33_P3336760	1.114	2.94
A_33_P3336780	-0.495	3.774
A_33_P3336810	1.133	4.512
A_33_P3336992	0.534	2.077
A_33_P3337009	0.903	4.128
A_33_P3337019	-1.513	2.171
A_33_P3337026	0.785	4.556
A_33_P3337049	0.643	3.03
A_33_P3337134	1.363	4.287
A_33_P3337154	-1.244	2.405
A_33_P3337161	-0.487	2.357
A_33_P3337182	1.232	4.275
A_33_P3337272	-0.789	4.57
A_33_P3337277	-1.065	4.442
A_33_P3337491	-0.418	2.37
A_33_P3337540	-0.703	4.467
A_33_P3337584	-1.135	1.93
A_33_P3337599	-1.349	2.769
A_33_P3337727	-0.803	4.168
A_33_P3337733	-1.061	5.231
A_33_P3337742	0.721	2.649
A_33_P3337771	-0.497	4.08
A_33_P3337931	-0.466	3.434
A_33_P3337959	0.59	2.98
A_33_P3337977	-0.277	1.995
A_33_P3338011	-0.303	1.85
A_33_P3338036	0.597	3.284
A_33_P3338047	-1.054	2.91
A_33_P3338152	-1.303	3.362
A_33_P3338166	1.096	6.49
A_33_P3338270	-0.897	1.994
A_33_P3338275	-0.658	3.196
A_33_P3338300	-0.505	3.485
A_33_P3338360	-0.507	3.151
A_33_P3338382	-2.017	2.823
A_33_P3338392	-1.406	2.664
A_33_P3338417	-0.429	2.487
A_33_P3338449	0.479	1.989
A_33_P3338539	-0.911	3.018
A_33_P3338559	-0.919	4.683
A_33_P3338631	0.818	4.587
A_33_P3338634	0.692	4.354
A_33_P3338674	1.395	2.86
A_33_P3338693	0.917	4.757
A_33_P3338698	-1.103	2.42
A_33_P3338733	0.671	3.926
A_33_P3338740	-0.993	3.004
A_33_P3338909	-0.315	2.353
A_33_P3338937	-1.197	1.998
A_33_P3338956	0.735	4.107
A_33_P3339036	0.684	3.978
A_33_P3339051	-0.451	2.728
A_33_P3339066	0.675	3.587
A_33_P3339100	-0.956	2.16
A_33_P3339138	-0.58	3.723
A_33_P3339173	-0.806	4.175
A_33_P3339187	-1.652	2.965
A_33_P3339212	-0.839	4.693
A_33_P3339231	-0.975	4.556
A_33_P3339253	-0.383	3.145
A_33_P3339311	-1.161	5.516
A_33_P3339336	-0.499	2.035
A_33_P3339361	-0.454	2.644
A_33_P3339376	-0.762	2.232
A_33_P3339446	-2.201	4.771
A_33_P3339531	0.828	2.863
A_33_P3339536	-1.255	6.239
A_33_P3339611	-1.414	1.956
A_33_P3339625	2.152	2.606
A_33_P3339650	-1.104	2.181
A_33_P3339687	0.542	3.087
A_33_P3339715	0.874	3.165
A_33_P3339731	-2.061	3.373
A_33_P3339885	1.888	4.287
A_33_P3339961	-0.677	1.771
A_33_P3340007	0.816	2.258
A_33_P3340014	1.504	4.486
A_33_P3340025	-0.447	3.65
A_33_P3340040	-1.014	4.89
A_33_P3340094	-0.668	2.449
A_33_P3340109	1.091	1.937
A_33_P3340129	-1.302	2.468
A_33_P3340154	-1.285	5.183
A_33_P3340205	-1.356	2.763
A_33_P3340229	0.699	1.797
A_33_P3340254	-0.743	5.157
A_33_P3340324	1.515	2.521
A_33_P3340342	-0.36	2.715
A_33_P3340385	-0.767	3.983
A_33_P3340404	0.286	2.345
A_33_P3340468	-0.882	3.919
A_33_P3340580	1.919	4.632
A_33_P3340624	-0.699	3.833
A_33_P3340639	-0.585	3.29
A_33_P3340649	-0.68	2.312
A_33_P3340655	0.886	2.877
A_33_P3340682	0.86	3.999
A_33_P3340718	0.894	3.858
A_33_P3340752	0.479	2.935
A_33_P3340757	0.36	1.822
A_33_P3340769	-0.52	3.514
A_33_P3340782	1.22	4.552
A_33_P3340802	-1.192	4.993
A_33_P3340828	-0.942	1.848
A_33_P3340869	-1.186	2.282
A_33_P3340956	0.607	2.393
A_33_P3340961	-1.657	4.778
A_33_P3340981	-1.007	1.98
A_33_P3341144	-1.139	4.614
A_33_P3341189	0.792	4.955
A_33_P3341234	0.443	2.843
A_33_P3341239	-0.894	4.759
A_33_P3341299	-0.533	2.911
A_33_P3341329	-0.505	3.633
A_33_P3341424	-0.79	4.586
A_33_P3341429	1.199	4.795
A_33_P3341494	0.628	3.464
A_33_P3341499	-0.902	5.427
A_33_P3341509	0.554	3.669
A_33_P3341540	1.65	4.348
A_33_P3341568	-0.413	2.845
A_33_P3341601	-0.712	3.551
A_33_P3341676	0.241	2.017
A_33_P3341686	-0.582	2.159
A_33_P3341716	-0.558	3.799
A_33_P3341722	1.143	4.318
A_33_P3341796	0.817	2.195
A_33_P3341836	-0.575	3.245
A_33_P3341916	0.525	1.764
A_33_P3342111	-0.795	2.963
A_33_P3342126	-1.021	3.861
A_33_P3342160	-0.472	3.328
A_33_P3342300	0.769	1.87
A_33_P3342345	0.925	2.508
A_33_P3342365	0.526	1.766
A_33_P3342375	0.534	1.802
A_33_P3342410	-1.342	6.122
A_33_P3342430	0.697	4.315
A_33_P3342481	-1.163	3.711
A_33_P3342633	-0.511	2.782
A_33_P3342663	-1.448	2.7
A_33_P3342792	0.369	2.914
A_33_P3342822	-0.589	3.545
A_33_P3342917	-0.995	2.695
A_33_P3342957	0.734	3.93
A_33_P3342992	-0.827	3.235
A_33_P3343101	-0.763	3.282
A_33_P3343120	0.749	2.539
A_33_P3343145	-0.313	2.188
A_33_P3343155	0.475	3.004
A_33_P3343175	9.026	12.492
A_33_P3343206	0.527	2.825
A_33_P3343210	-0.568	2.699
A_33_P3343250	-1.03	2.543
A_33_P3343305	0.585	2.557
A_33_P3343316	1.58	4.882
A_33_P3343390	-0.862	2.498
A_33_P3343394	-1.437	2.182
A_33_P3343442	1.675	6.993
A_33_P3343457	0.529	1.772
A_33_P3343493	0.321	1.863
A_33_P3343503	1.2	3.135
A_33_P3343531	0.593	1.993
A_33_P3343545	0.885	5.403
A_33_P3343552	0.421	1.982
A_33_P3343577	0.523	2.137
A_33_P3343605	-0.616	2.296
A_33_P3343690	-0.847	3.387
A_33_P3343720	-1.63	3.065
A_33_P3343812	-0.823	3.28
A_33_P3343828	-0.409	1.895
A_33_P3343996	-0.885	3.404
A_33_P3344039	-0.679	4.638
A_33_P3344086	-0.64	4.031
A_33_P3344169	-0.359	2.141
A_33_P3344204	0.659	4.441
A_33_P3344229	-0.704	3.485
A_33_P3344243	-1.124	6.192
A_33_P3344264	0.357	2.061
A_33_P3344282	-1.031	5.547
A_33_P3344297	-0.95	2.07
A_33_P3344308	0.453	3.327
A_33_P3344334	0.518	1.737
A_33_P3344339	-1.937	2.24
A_33_P3344405	0.802	4.942
A_33_P3344406	0.957	4.947
A_33_P3344477	0.312	2.554
A_33_P3344482	0.756	2.593
A_33_P3344504	-0.702	2.395
A_33_P3344521	-1.155	3.218
A_33_P3344579	-0.957	4.579
A_33_P3344603	-1.557	4.338
A_33_P3344690	0.971	1.834
A_33_P3344733	0.479	3.752
A_33_P3344765	-0.811	4.924
A_33_P3344816	-1.094	4.95
A_33_P3345031	0.589	3.071
A_33_P3345036	-1.54	4.388
A_33_P3345108	-1.427	3.444
A_33_P3345255	-0.358	1.909
A_33_P3345304	0.54	1.809
A_33_P3345309	-0.957	3.247
A_33_P3345350	-1.184	2.368
A_33_P3345354	0.476	3.296
A_33_P3345389	0.85	4.987
A_33_P3345414	-0.718	1.977
A_33_P3345469	0.829	4.526
A_33_P3345474	-0.357	1.807
A_33_P3345501	-0.393	2.845
A_33_P3345504	0.601	2.416
A_33_P3345549	-0.733	4.019
A_33_P3345608	0.403	2.988
A_33_P3345614	0.462	2.801
A_33_P3345643	0.857	4.737
A_33_P3345663	0.876	4.259
A_33_P3345708	0.413	2.386
A_33_P3345717	-1.14	5.082
A_33_P3345816	3.474	6.322
A_33_P3345931	1.342	3.019
A_33_P3346048	0.743	3.389
A_33_P3346057	1.838	3.436
A_33_P3346108	-0.385	1.764
A_33_P3346193	-0.946	4.341
A_33_P3346222	0.541	3.196
A_33_P3346292	-1.053	3.172
A_33_P3346302	0.375	2.229
A_33_P3346327	0.832	4.613
A_33_P3346348	-0.749	4.492
A_33_P3346473	-0.696	4.169
A_33_P3346526	-0.668	3.381
A_33_P3346529	1.108	2.129
A_33_P3346533	-1.019	4.638
A_33_P3346538	0.861	2.878
A_33_P3346552	0.973	4.786
A_33_P3346628	-1.02	4.192
A_33_P3346663	-0.364	2.513
A_33_P3346680	-1.046	3.609
A_33_P3346801	-1.058	3.978
A_33_P3346866	0.772	4.522
A_33_P3346881	-1.378	1.947
A_33_P3346966	-0.521	2.46
A_33_P3347040	-1.074	3.913
A_33_P3347055	-0.997	3.818
A_33_P3347193	1.29	3.812
A_33_P3347201	1.312	4.962
A_33_P3347241	-1.029	3.534
A_33_P3347330	-0.237	2.092
A_33_P3347392	0.227	1.818
A_33_P3347417	1.134	2.273
A_33_P3347437	1.533	2.288
A_33_P3347639	0.455	2.181
A_33_P3347663	-1.306	2.464
A_33_P3347707	0.815	4.856
A_33_P3347772	-0.427	2.862
A_33_P3347872	-0.581	1.765
A_33_P3347887	0.554	1.86
A_33_P3347928	1.227	5.31
A_33_P3347971	-0.896	5.398
A_33_P3347976	-1.11	4.622
A_33_P3348046	0.811	3.767
A_33_P3348151	-0.77	3.582
A_33_P3348164	1.243	6.089
A_33_P3348184	0.527	1.77
A_33_P3348220	0.801	3.202
A_33_P3348234	1.43	5.164
A_33_P3348239	-1.012	3.206
A_33_P3348244	-0.28	2.22
A_33_P3348288	-0.75	5.061
A_33_P3348313	-0.362	2.773
A_33_P3348318	-0.37	1.947
A_33_P3348323	0.727	1.827
A_33_P3348328	-2.183	7.908
A_33_P3348352	0.501	1.741
A_33_P3348395	-2.126	4.198
A_33_P3348469	-0.747	4.297
A_33_P3348529	-0.861	3.614
A_33_P3348559	-0.754	4.968
A_33_P3348714	-0.872	5.112
A_33_P3348719	-1.238	4.254
A_33_P3348744	0.496	3.404
A_33_P3348747	0.518	1.747
A_33_P3348752	-0.544	2.697
A_33_P3348787	-2.432	4.836
A_33_P3348797	-0.597	4.017
A_33_P3348872	7.149	11.604
A_33_P3348924	-1.207	3.443
A_33_P3349145	-0.399	2.865
A_33_P3349255	0.538	1.853
A_33_P3349269	0.792	5.259
A_33_P3349325	0.288	1.878
A_33_P3349334	-0.708	4.487
A_33_P3349469	0.329	1.914
A_33_P3349495	-0.765	2.392
A_33_P3349496	0.676	3.118
A_33_P3349501	-0.65	2.455
A_33_P3349552	-0.623	3.831
A_33_P3349576	-1.052	2.565
A_33_P3349591	-0.537	2.623
A_33_P3349637	-1.19	5.512
A_33_P3349651	-0.703	2.835
A_33_P3349661	0.969	2.096
